"","external_gene_name","hsapiens_homolog_associated_gene_name","hsapiens_homolog_chromosome","hsapiens_homolog_orthology_type","hsapiens_homolog_perc_id"
"13874","Usp19","USP19","3","ortholog_one2one",84.2446
"13875","Rgs3","RGS3","9","ortholog_one2one",78.1573
"13876","Cox11","COX11","17","ortholog_one2one",84
"13877","Mrps24","MRPS24","7","ortholog_one2one",83.8323
"13878","Zswim1","ZSWIM1","20","ortholog_one2one",84.8352
"13879","Spata25","SPATA25","20","ortholog_one2one",79.646
"13880","Abca5","ABCA5","17","ortholog_one2one",90.0731
"13881","Neurl2","NEURL2","20","ortholog_one2one",90.5263
"13882","Arrdc1","ARRDC1","9","ortholog_one2one",84.3318
"13883","4933430I17Rik","C9orf43","9","ortholog_one2one",33.9662
"13884","Mtap","MTAP","9","ortholog_one2one",93.6396
"13885","Ttll4","TTLL4","2","ortholog_one2one",80.3856
"13886","Ppp1cb","PPP1CB","2","ortholog_one2one",100
"13887","Prom2","PROM2","2","ortholog_one2one",73.1737
"13888","Eln","ELN","7","ortholog_one2one",62.5581
"13889","Cdkn2b","CDKN2B","9","ortholog_one2one",86.9231
"13890","Eno3","ENO3","17","ortholog_one2one",97.6959
"13891","Cyp27a1","CYP27A1","2","ortholog_one2one",71.4822
"13892","Wdr64","WDR64","1","ortholog_one2one",79.9263
"13893","Zmynd19","ZMYND19","9","ortholog_one2one",100
"13894","Urgcp","URGCP","7","ortholog_one2one",86.933
"13895","Cldn13","CLDN4","7","ortholog_one2one",36.4929
"13896","Dnajc10","DNAJC10","2","ortholog_one2one",90.1639
"13897","Prkag3","PRKAG3","2","ortholog_one2one",84.8671
"13898","Spag7","SPAG7","17","ortholog_one2one",96.9163
"13899","Dnah3","DNAH3","16","ortholog_one2one",86.7254
"13900","Gnat1","GNAT1","3","ortholog_one2one",99.1429
"13901","Map2k6","MAP2K6","17","ortholog_one2one",97.9042
"13902","Cldn3","CLDN3","7","ortholog_one2one",91.3242
"13903","Abhd11","ABHD11","7","ortholog_one2one",70.0326
"13904","Slc38a3","SLC38A3","3","ortholog_one2one",89.901
"13905","Zfp661","ZNF2","2","ortholog_one2one",79.1569
"13906","Wnt6","WNT6","2","ortholog_one2one",97.8022
"13907","Stx1a","STX1A","7","ortholog_one2one",98.2639
"13908","Tom1l1","TOM1L1","17","ortholog_one2one",81.2236
"13909","Wnt10a","WNT10A","2","ortholog_one2one",95.2038
"13910","Frzb","FRZB","2","ortholog_one2one",91.0217
"13911","Zfand2b","ZFAND2B","2","ortholog_one2one",89.4942
"13912","Dph7","DPH7","9","ortholog_one2one",61.6352
"13913","Fxyd7","FXYD7","19","ortholog_one2one",86.25
"13914","Tmem159","LDAF1","16","ortholog_one2one",70.1863
"13915","Mrps5","MRPS5","2","ortholog_one2one",79.8611
"13916","Abcb6","ABCB6","2","ortholog_one2one",88.9549
"13917","Kcnj16","KCNJ16","17","ortholog_one2one",92.1241
"13918","Kcnj2","KCNJ2","17","ortholog_one2one",98.3645
"13919","Mrpl41","MRPL41","9","ortholog_one2one",70.3704
"13920","Kif2b","KIF2B","17","ortholog_one2one",78.5928
"13921","Slc1a2","SLC1A2","11","ortholog_one2one",95.2797
"13922","Sox9","SOX9","17","ortholog_one2one",97.4359
"13923","Atg9a","ATG9A","2","ortholog_one2one",96.1039
"13924","Car10","CA10","17","ortholog_one2one",100
"13925","Zp2","ZP2","16","ortholog_one2one",60.028
"13926","Dnajc30","DNAJC30","7","ortholog_one2one",70.3196
"13927","Vps37d","VPS37D","7","ortholog_one2one",91.954
"13928","Dbnl","DBNL","7","ortholog_one2one",84.8624
"13929","Mlxipl","MLXIPL","7","ortholog_one2one",80.3241
"13930","Mal","MAL","2","ortholog_one2one",86.9281
"13931","Zdhhc13","ZDHHC13","11","ortholog_one2one",91.1576
"13932","Ctsa","CTSA","20","ortholog_one2one",84.5528
"13933","Ankzf1","ANKZF1","2","ortholog_one2one",76.0695
"13934","Anks4b","ANKS4B","16","ortholog_one2one",81.5603
"13935","Csrp3","CSRP3","11","ortholog_one2one",97.9381
"13936","Crym","CRYM","16","ortholog_one2one",88.4984
"13937","E2f8","E2F8","11","ortholog_one2one",83.6047
"13938","Glb1l","GLB1L","2","ortholog_one2one",81.4241
"13939","Macf1","MACF1","1","ortholog_one2one",83.6166
"13940","Tbl2","TBL2","7","ortholog_one2one",87.5566
"13941","Pgam2","PGAM2","7","ortholog_one2one",92.0949
"13942","Polm","POLM","7","ortholog_one2one",66.5362
"13943","Ptpre","PTPRE","10","ortholog_one2one",90.8206
"13944","Pltp","PLTP","20","ortholog_one2one",81.9473
"13945","Bcl7b","BCL7B","7","ortholog_one2one",87.6238
"13946","Slc39a11","SLC39A11","17","ortholog_one2one",80.5405
"13947","Stk16","STK16","2","ortholog_one2one",94.0984
"13948","Baz1b","BAZ1B","7","ortholog_one2one",91.7512
"13949","Mir26a-1","MIR26A1","3","ortholog_one2one",84.4444
"13950","Vill","VILL","3","ortholog_one2one",71.7113
"13951","Nckap1","NCKAP1","2","ortholog_one2one",98.8536
"13952","Tuba4a","TUBA4A","2","ortholog_one2one",93.7107
"13953","Fzd9","FZD9","7","ortholog_one2one",94.9324
"13954","Fkbp6","FKBP6","7","ortholog_one2one",81.6514
"13955","Sstr2","SSTR2","17","ortholog_one2one",93.7669
"13956","Aebp1","AEBP1","7","ortholog_one2one",84.9291
"13957","Dnajb2","DNAJB2","2","ortholog_one2one",85.1852
"13958","Trim50","TRIM50","7","ortholog_one2one",88.2231
"13959","Nsun5","NSUN5","7","ortholog_one2one",84.7312
"13960","Plcd1","PLCD1","3","ortholog_one2one",86.8286
"13961","Ptprn","PTPRN","2","ortholog_one2one",87.156
"13962","Cog1","COG1","17","ortholog_one2one",85.2041
"13963","Mki67","MKI67","10","ortholog_one2one",28.486
"13964","Dlec1","DLEC1","3","ortholog_one2one",70.1321
"13965","Hip1","HIP1","7","ortholog_one2one",88.6297
"13966","Pcif1","PCIF1","20","ortholog_one2one",94.6176
"13967","Resp18","RESP18","2","ortholog_one2one",46.8571
"13968","Dnpep","DNPEP","2","ortholog_one2one",89.0526
"13969","Pold2","POLD2","7","ortholog_one2one",94.2431
"13970","Dusp19","DUSP19","2","ortholog_one2one",81.3636
"13971","Slc22a14","SLC22A14","3","ortholog_one2one",55.9618
"13972","Acoxl","ACOXL","2","ortholog_one2one",68.1962
"13973","Fxyd1","FXYD1","19","ortholog_one2one",82.6087
"13974","Fam104a","FAM104B","X","ortholog_one2one",35.6757
"13975","Myl7","MYL7","7","ortholog_one2one",95.4286
"13976","D11Wsu47e","C17orf80","17","ortholog_one2one",48.3871
"13977","Gck","GCK","7","ortholog_one2one",95.914
"13978","Zfp335","ZNF335","20","ortholog_one2one",87.1354
"13979","Oxsr1","OXSR1","3","ortholog_one2one",95.8254
"13980","Ccl24","CCL24","7","ortholog_one2one",57.9832
"13981","Des","DES","2","ortholog_one2one",97.6546
"13982","Rhbdd2","RHBDD2","7","ortholog_one2one",88.0886
"13983","Myd88","MYD88","3","ortholog_one2one",81.7568
"13984","Cpsf4l","CPSF4L","17","ortholog_one2one",45.3571
"13985","Nup35","NUP35","2","ortholog_one2one",92.9231
"13986","Speg","SPEG","2","ortholog_one2one",91.355
"13987","Por","POR","7","ortholog_one2one",91.8879
"13988","Cdc42ep4","CDC42EP4","17","ortholog_one2one",80.5158
"13989","Mgmt","MGMT","10","ortholog_one2one",68.2464
"13990","Ykt6","YKT6","7","ortholog_one2one",92.9293
"13991","Camta2","CAMTA2","17","ortholog_one2one",91.8046
"13992","Lgi4","LGI4","19","ortholog_one2one",88.2682
"13993","Tmem120a","TMEM120A","7","ortholog_one2one",94.7522
"13994","Prtg","PRTG","15","ortholog_one2one",87.1537
"13995","Nav2","NAV2","11","ortholog_one2one",92.7632
"13996","Styxl1","STYXL1","7","ortholog_one2one",62.9283
"13997","Pygo1","PYGO1","15","ortholog_one2one",89.9281
"13998","Mdh2","MDH2","7","ortholog_one2one",94.9704
"13999","Dbi","DBI","2","ortholog_one2one",46.6667
"14000","Ccpg1","CCPG1","15","ortholog_one2one",70.3611
"14001","Srrm3","SRRM3","7","ortholog_one2one",89.6605
"14002","Steap3","STEAP3","2","ortholog_one2one",80.9886
"14003","Fxyd3","FXYD3","19","ortholog_one2one",72.7273
"14004","Hspb1","HSPB1","7","ortholog_one2one",82.7751
"14005","C1ql2","C1QL2","2","ortholog_one2one",94.0767
"14006","Ywhag","YWHAG","7","ortholog_one2one",100
"14007","Marco","MARCO","2","ortholog_one2one",67.9537
"14008","Gm23452","RNU6-624P","2","ortholog_one2one",84.1122
"14009","Zfp804a","ZNF804A","2","ortholog_one2one",67.1667
"14010","Dbx1","DBX1","11","ortholog_one2one",89.8507
"14011","Ssc4d","SSC4D","7","ortholog_one2one",86.3481
"14012","Uqcrc2","UQCRC2","16","ortholog_one2one",85.6512
"14013","Pnpla7","PNPLA7","9","ortholog_one2one",81.4349
"14014","Pigb","PIGB","15","ortholog_one2one",78.5978
"14015","Cd84","CD84","1","ortholog_one2one",58.3587
"14016","Slamf6","SLAMF6","1","ortholog_one2one",40.1709
"14017","Rab27a","RAB27A","15","ortholog_one2one",95.9276
"14018","Htatip2","HTATIP2","11","ortholog_one2one",77.4545
"14019","Dtx2","DTX2","7","ortholog_one2one",85.1373
"14020","B4galt3","B4GALT3","1","ortholog_one2one",96.2025
"14021","Khdc3","KHDC3L","6","ortholog_one2one",18.6364
"14022","Pdzd9","PDZD9","16","ortholog_one2one",68.4211
"14023","Rsl24d1","RSL24D1","15","ortholog_one2one",82.9268
"14024","Ppox","PPOX","1","ortholog_one2one",88.6792
"14025","Sdk2","SDK2","17","ortholog_one2one",94.5772
"14026","Prmt3","PRMT3","11","ortholog_one2one",90.3409
"14027","Upk3b","UPK3B","7","ortholog_one2one",77.8986
"14028","Dusp7","DUSP7","3","ortholog_one2one",97.8673
"14029","Ufc1","UFC1","1","ortholog_one2one",97.006
"14030","Acy1","ACY1","3","ortholog_one2one",85.2941
"14031","Hpn","HPN","19","ortholog_one2one",81.573
"14032","Dedd","DEDD","1","ortholog_one2one",98.7421
"14033","Rpl38","RPL38","17","ortholog_one2one",98.5714
"14034","Mmp9","MMP9","20","ortholog_one2one",72.0548
"14035","Inca1","INCA1","17","ortholog_one2one",62.7706
"14036","Abhd14b","ABHD14B","3","ortholog_one2one",87.1429
"14037","Nit1","NIT1","1","ortholog_one2one",85.4489
"14038","Scn1b","SCN1B","19","ortholog_one2one",96.3303
"14039","Pik3r3","PIK3R3","1","ortholog_one2one",95.8785
"14040","Fsip2","FSIP2","2","ortholog_one2one",58.5847
"14041","Ebf3","EBF3","10","ortholog_one2one",98.3222
"14042","Pcbp4","PCBP4","3","ortholog_one2one",97.5186
"14043","Bcl2l11","BCL2L11","2","ortholog_one2one",88.2653
"14044","Pfdn2","PFDN2","1","ortholog_one2one",95.4545
"14045","Ipp","IPP","1","ortholog_one2one",93.4931
"14046","Lrwd1","LRWD1","7","ortholog_one2one",77.6235
"14047","Klhdc9","KLHDC9","1","ortholog_one2one",83.4286
"14048","Ttyh2","TTYH2","17","ortholog_one2one",82.8947
"14049","Tmem69","TMEM69","1","ortholog_one2one",68.5714
"14050","Nectin4","NECTIN4","1","ortholog_one2one",92.126
"14051","Gpbp1l1","GPBP1L1","1","ortholog_one2one",89.2178
"14052","Kif1c","KIF1C","17","ortholog_one2one",93.1655
"14053","Zc3h15","ZC3H15","2","ortholog_one2one",95.0704
"14054","Ccdc17","CCDC17","1","ortholog_one2one",64.0708
"14055","Alkbh4","ALKBH4","7","ortholog_one2one",79.3333
"14056","Arhgap30","ARHGAP30","1","ortholog_one2one",75.6633
"14057","Orai2","ORAI2","7","ortholog_one2one",91.6667
"14058","Mast2","MAST2","1","ortholog_one2one",86.7222
"14059","Usf1","USF1","1","ortholog_one2one",98.3871
"14060","Prkrip1","PRKRIP1","7","ortholog_one2one",89.2473
"14061","Itgav","ITGAV","2","ortholog_one2one",92.6245
"14062","Sh2b2","SH2B2","7","ortholog_one2one",84.38
"14063","Pde2a","PDE2A","11","ortholog_one2one",91.1111
"14064","Gpr62","GPR62","3","ortholog_one2one",81.2849
"14065","Parp3","PARP3","3","ortholog_one2one",79.9249
"14066","Cux1","CUX1","7","ortholog_one2one",89.0574
"14067","Tstd1","TSTD1","1","ortholog_one2one",72.1805
"14068","F11r","F11R","1","ortholog_one2one",68
"14069","Usp21","USP21","1","ortholog_one2one",96.2897
"14070","Fam171b","FAM171B","2","ortholog_one2one",89.2814
"14071","Zswim2","ZSWIM2","2","ortholog_one2one",67.6704
"14072","Anapc1","ANAPC1","2","ortholog_one2one",91.6667
"14073","Zfp3","ZFP3","17","ortholog_one2one",84.9095
"14074","Rrp9","RRP9","3","ortholog_one2one",92.6316
"14075","Capn8","CAPN8","1","ortholog_one2one",83.0725
"14076","Scimp","SCIMP","17","ortholog_one2one",59.3333
"14077","Camk2b","CAMK2B","7","ortholog_one2one",96.997
"14078","Ncdn","NCDN","1","ortholog_one2one",98.2167
"14079","Iqcf1","IQCF1","3","ortholog_one2one",58.7912
"14080","Iqcf5","IQCF5","3","ortholog_one2one",74.3243
"14081","AU040320","KIAA0319L","1","ortholog_one2one",80
"14082","Iqcf6","IQCF6","3","ortholog_one2one",70.0637
"14083","Grm2","GRM2","3","ortholog_one2one",97.4771
"14084","Abhd14a","ABHD14A","3","ortholog_one2one",76.9231
"14085","Ccdc185","CCDC185","1","ortholog_one2one",54.9114
"14086","Mertk","MERTK","2","ortholog_one2one",81.6901
"14087","Susd4","SUSD4","1","ortholog_one2one",91.2245
"14088","Slc12a5","SLC12A5","20","ortholog_one2one",95.5185
"14089","Tlr5","TLR5","1","ortholog_one2one",71.0195
"14090","Iqcf3","IQCF3","3","ortholog_one2one",28.0576
"14091","Disp1","DISP1","1","ortholog_one2one",84.0894
"14092","Cep70","CEP70","3","ortholog_one2one",76.6234
"14093","Brox","BROX","1","ortholog_one2one",91.7275
"14094","Zmym4","ZMYM4","1","ortholog_one2one",94.2544
"14095","9430038I01Rik","C10orf143","10","ortholog_one2one",39.3548
"14096","Slc6a5","SLC6A5","11","ortholog_one2one",93.6789
"14097","Esyt3","ESYT3","3","ortholog_one2one",82.8283
"14098","Aida","AIDA","1","ortholog_one2one",98.0328
"14099","Ncoa5","NCOA5","20","ortholog_one2one",92.7461
"14100","Mras","MRAS","3","ortholog_one2one",96.6346
"14101","Hhipl2","HHIPL2","1","ortholog_one2one",83.2636
"14102","Zmym1","ZMYM1","1","ortholog_one2one",64.1913
"14103","Vwa3a","VWA3A","16","ortholog_one2one",72.4739
"14104","Myl10","MYL10","7","ortholog_one2one",99.3197
"14105","Nme9","NME9","3","ortholog_one2one",77.8116
"14106","Mia3","MIA3","1","ortholog_one2one",63.5751
"14107","Armc8","ARMC8","3","ortholog_one2one",98.8113
"14108","Tmem87b","TMEM87B","2","ortholog_one2one",88.2883
"14109","Cdk5r2","CDK5R2","2","ortholog_one2one",95.1219
"14110","Fev","FEV","2","ortholog_one2one",96.2025
"14111","Zmym6","ZMYM6","1","ortholog_one2one",71.4171
"14112","Cryba2","CRYBA2","2","ortholog_one2one",90.8629
"14113","Zkscan1","ZKSCAN1","7","ortholog_one2one",90.1961
"14114","Mir375","MIR375","2","ortholog_one2one",100
"14115","Nudcd3","NUDCD3","7","ortholog_one2one",87.0523
"14116","Zscan21","ZSCAN21","7","ortholog_one2one",69.9099
"14117","Dlgap3","DLGAP3","1","ortholog_one2one",96.3153
"14118","Dbr1","DBR1","3","ortholog_one2one",85.2727
"14119","Ihh","IHH","2","ortholog_one2one",94.8905
"14120","Npc1l1","NPC1L1","7","ortholog_one2one",76.8192
"14121","Gm5737","SDR42E2","16","ortholog_one2one",84.1608
"14122","Nhej1","NHEJ1","2","ortholog_one2one",74.9153
"14123","Glrx3","GLRX3","10","ortholog_one2one",80.7487
"14124","Zfp113","ZNF517","8","ortholog_one2one",33.713
"14125","Slc23a3","SLC23A3","2","ortholog_one2one",78.0687
"14126","Fbln7","FBLN7","2","ortholog_one2one",84.5455
"14127","Ddx56","DDX56","7","ortholog_one2one",90.6593
"14128","Cops6","COPS6","7","ortholog_one2one",98.1481
"14129","Sfpq","SFPQ","1","ortholog_one2one",92.3611
"14130","Herpud2","HERPUD2","7","ortholog_one2one",89.8515
"14131","Cnppd1","CNPPD1","2","ortholog_one2one",85.258
"14132","Zc3h8","ZC3H8","2","ortholog_one2one",76.3934
"14133","Tcerg1l","TCERG1L","10","ortholog_one2one",78.6441
"14134","Zc3h6","ZC3H6","2","ortholog_one2one",77.4851
"14135","Mcm7","MCM7","7","ortholog_one2one",92.7677
"14136","Tmed4","TMED4","7","ortholog_one2one",94.7137
"14137","Nell1","NELL1","11","ortholog_one2one",93.3333
"14138","Cd40","CD40","20","ortholog_one2one",59.8616
"14139","Rabep1","RABEP1","17","ortholog_one2one",96.0648
"14140","Myrip","MYRIP","3","ortholog_one2one",80.1402
"14141","Mir25","MIR25","7","ortholog_one2one",100
"14142","Mir106b","MIR106B","7","ortholog_one2one",96.3415
"14143","Ap4m1","AP4M1","7","ortholog_one2one",93.7639
"14144","Ppp2r2d","PPP2R2D","10","ortholog_one2one",97.351
"14145","Cited4","CITED4","1","ortholog_one2one",79.1209
"14146","Kcnq4","KCNQ4","1","ortholog_one2one",96.6954
"14147","Entpd3","ENTPD3","3","ortholog_one2one",81.2854
"14148","Taf1a","TAF1A","1","ortholog_one2one",78.8079
"14149","Rd3","RD3","1","ortholog_one2one",85.641
"14150","Clpb","CLPB","11","ortholog_one2one",84.5827
"14151","Lepr","LEPR","1","ortholog_one2one",75.5594
"14152","Rpl14","RPL14","3","ortholog_one2one",84.7926
"14153","Taf6","TAF6","7","ortholog_one2one",97.3451
"14154","Ttl","TTL","2","ortholog_one2one",95.2255
"14155","Traf5","TRAF5","1","ortholog_one2one",79.7491
"14156","Chpf","CHPF","2","ortholog_one2one",94.3152
"14157","Cdh22","CDH22","20","ortholog_one2one",94.0959
"14158","Eif1b","EIF1B","3","ortholog_one2one",100
"14159","Obsl1","OBSL1","2","ortholog_one2one",88.1929
"14160","Smad6","SMAD6","15","ortholog_one2one",92.1212
"14161","Polr1b","POLR1B","2","ortholog_one2one",90.3084
"14162","Lctl","LCTL","15","ortholog_one2one",83.7456
"14163","Cnpy4","CNPY4","7","ortholog_one2one",83.2653
"14164","Chchd5","CHCHD5","2","ortholog_one2one",90
"14165","Mblac1","MBLAC1","7","ortholog_one2one",72.3077
"14166","Gm22956","RNU4-91P","3","ortholog_one2one",82.5
"14167","Cd44","CD44","11","ortholog_one2one",66.7949
"14168","Zwilch","ZWILCH","15","ortholog_one2one",80.9847
"14169","Gramd1a","GRAMD1A","19","ortholog_one2one",93.6288
"14170","Tmem198","TMEM198","2","ortholog_one2one",97.7778
"14171","Lamtor4","LAMTOR4","7","ortholog_one2one",95.9596
"14172","Inha","INHA","2","ortholog_one2one",77.8689
"14173","Stk11ip","STK11IP","2","ortholog_one2one",75.7463
"14174","Nup88","NUP88","17","ortholog_one2one",88.579
"14175","Gal3st4","GAL3ST4","7","ortholog_one2one",78.9583
"14176","Gpc2","GPC2","7","ortholog_one2one",82.2107
"14177","Rpl4","RPL4","15","ortholog_one2one",94.2721
"14178","Otud6b","OTUD6B","8","ortholog_one2one",80
"14179","Slc4a3","SLC4A3","2","ortholog_one2one",95.925
"14180","Gm11837","C8orf88","8","ortholog_one2one",94.8718
"14181","Stag3","STAG3","7","ortholog_one2one",77.5806
"14182","Gm23344","SNORD18A","15","ortholog_one2one",80.8824
"14183","Snord16a","SNORD16","15","ortholog_one2one",93.9394
"14184","Gm22571","","15","ortholog_one2one",90
"14185","Gm22455","SNORD18C","15","ortholog_one2one",83.0986
"14186","Snapc5","SNAPC5","15","ortholog_one2one",77.451
"14187","Cngb3","CNGB3","8","ortholog_one2one",69.4524
"14188","Map2k1","MAP2K1","15","ortholog_one2one",98.9822
"14189","Cpne3","CPNE3","8","ortholog_one2one",94.3715
"14190","Eef2k","EEF2K","16","ortholog_one2one",89.779
"14191","Rmdn1","RMDN1","8","ortholog_one2one",83.6066
"14192","Tipin","TIPIN","15","ortholog_one2one",74.8201
"14193","Ogdh","OGDH","7","ortholog_one2one",92.94
"14194","Rims1","RIMS1","6","ortholog_one2one",91.6567
"14195","Cnbd1","CNBD1","8","ortholog_one2one",47.0703
"14196","Gm24289","SCARNA14","15","ortholog_one2one",94.0741
"14197","Dis3l","DIS3L","15","ortholog_one2one",91.6429
"14198","Aadacl3","AADACL3","1","ortholog_one2one",61.7647
"14199","Ano5","ANO5","11","ortholog_one2one",81.0841
"14200","Slc40a1","SLC40A1","2","ortholog_one2one",90.7018
"14201","Fam20c","FAM20C","7","ortholog_one2one",87.0466
"14202","Clmp","CLMP","11","ortholog_one2one",92.2252
"14203","Serpinb2","SERPINB2","18","ortholog_one2one",75.9036
"14204","Pdgfa","PDGFA","7","ortholog_one2one",84.8341
"14205","Hspa8","HSPA8","11","ortholog_one2one",99.8452
"14206","Slc17a6","SLC17A6","11","ortholog_one2one",97.2509
"14207","Tdrd5","TDRD5","1","ortholog_one2one",77.4038
"14208","Snord14d","SNORD14D","11","ortholog_one2one",91.8605
"14209","Snord14e","SNORD14E","11","ortholog_one2one",77.7778
"14210","Bsx","BSX","11","ortholog_one2one",96.1207
"14211","Fancf","FANCF","11","ortholog_one2one",51.0204
"14212","Rpain","RPAIN","17","ortholog_one2one",71.6895
"14213","Topaz1","TOPAZ1","3","ortholog_one2one",67.6346
"14214","Prkar1b","PRKAR1B","7","ortholog_one2one",94.7507
"14215","Nphs2","NPHS2","1","ortholog_one2one",84.9351
"14216","Calcrl","CALCRL","2","ortholog_one2one",89.6328
"14217","Gas2","GAS2","11","ortholog_one2one",97.1338
"14218","Ccl19","CCL19","9","ortholog_one2one",62.931
"14219","Axdnd1","AXDND1","1","ortholog_one2one",58.6859
"14220","Kif15","KIF15","3","ortholog_one2one",86.0851
"14221","Slc20a1","SLC20A1","2","ortholog_one2one",91.3363
"14222","Svip","SVIP","11","ortholog_one2one",80.5195
"14223","Dnaaf5","DNAAF5","7","ortholog_one2one",76.5533
"14224","Phf24","PHF24","9","ortholog_one2one",91
"14225","C1qbp","C1QBP","17","ortholog_one2one",86.7383
"14226","Soat1","SOAT1","1","ortholog_one2one",87.037
"14227","Pdhx","PDHX","11","ortholog_one2one",84.6307
"14228","Atp5h","ATP5PD","17","ortholog_one2one",81.3665
"14229","Sun1","SUN1","7","ortholog_one2one",60.0219
"14230","Luzp2","LUZP2","11","ortholog_one2one",83.1884
"14231","Kctd2","KCTD2","17","ortholog_one2one",73.3728
"14232","Apip","APIP","11","ortholog_one2one",93.7759
"14233","Dnajb5","DNAJB5","9","ortholog_one2one",98.6911
"14234","Dhx33","DHX33","17","ortholog_one2one",93.6963
"14235","Ckap2l","CKAP2L","2","ortholog_one2one",63.8926
"14236","Gm23216","RNU6-1337P","19","ortholog_one2one",60.7477
"14237","Tmem42","TMEM42","3","ortholog_one2one",81.5287
"14238","Wdr75","WDR75","2","ortholog_one2one",84.9398
"14239","1700022I11Rik","C9orf131","9","ortholog_one2one",43.8715
"14240","Tgm4","TGM4","3","ortholog_one2one",54.6269
"14241","Vcp","VCP","9","ortholog_one2one",100
"14242","Il1a","IL1A","2","ortholog_one2one",60.3704
"14243","Il1b","IL1B","2","ortholog_one2one",67.658
"14244","Slc16a5","SLC16A5","17","ortholog_one2one",66.2393
"14245","Zmiz2","ZMIZ2","7","ortholog_one2one",90.8696
"14246","Fancg","FANCG","9","ortholog_one2one",71.9101
"14247","Slc35c2","SLC35C2","20","ortholog_one2one",95.3297
"14248","Usp28","USP28","11","ortholog_one2one",90.1047
"14249","Polr3e","POLR3E","16","ortholog_one2one",92.2535
"14250","Ren1","REN","1","ortholog_one2one",69.9005
"14251","Pigo","PIGO","9","ortholog_one2one",85.2861
"14252","Etnk2","ETNK2","1","ortholog_one2one",87.5325
"14253","Sox13","SOX13","1","ortholog_one2one",90.3752
"14254","Stoml2","STOML2","9","ortholog_one2one",94.6176
"14255","Zw10","ZW10","11","ortholog_one2one",86.1361
"14256","Ehf","EHF","11","ortholog_one2one",93.6667
"14257","Spata3","SPATA3","2","ortholog_one2one",24.024
"14258","Tmprss5","TMPRSS5","11","ortholog_one2one",78.6813
"14259","Armc7","ARMC7","17","ortholog_one2one",83.8384
"14260","Derl2","DERL2","17","ortholog_one2one",98.7448
"14261","Cdr2","CDR2","16","ortholog_one2one",88.7912
"14262","2810459M11Rik","C2orf72","2","ortholog_one2one",71.0801
"14263","Psmd1","PSMD1","2","ortholog_one2one",99.0556
"14264","Inpp5a","INPP5A","10","ortholog_one2one",92.4171
"14265","Tfpi","TFPI","2","ortholog_one2one",58.1699
"14266","Nt5c","NT5C","17","ortholog_one2one",83.5
"14267","Gm22786","","7","ortholog_one2one",78.6885
"14268","Htr2b","HTR2B","2","ortholog_one2one",83.5073
"14269","Drd2","DRD2","11","ortholog_one2one",95.4955
"14270","Armc9","ARMC9","2","ortholog_one2one",84.9633
"14271","Ldlrad2","LDLRAD2","1","ortholog_one2one",49.7093
"14272","Ankk1","ANKK1","11","ortholog_one2one",78.255
"14273","Usp48","USP48","1","ortholog_one2one",91.635
"14274","Ttc12","TTC12","11","ortholog_one2one",74.5739
"14275","Mis12","MIS12","17","ortholog_one2one",78.1553
"14276","6330403K07Rik","","17","ortholog_one2one",71.9008
"14277","Nkx6-2","NKX6-2","10","ortholog_one2one",96.7509
"14278","Elf5","ELF5","11","ortholog_one2one",88.6029
"14279","Mettl9","METTL9","16","ortholog_one2one",96.5409
"14280","Get4","GET4","7","ortholog_one2one",94.8012
"14281","Purb","PURB","7","ortholog_one2one",94.4444
"14282","Gm22123","MIR4657","7","ortholog_one2one",100
"14283","Gm1113","VSIG10L2","11","ortholog_one2one",74.3557
"14284","Ddx25","DDX25","11","ortholog_one2one",92.9752
"14285","Cat","CAT","11","ortholog_one2one",89.3738
"14286","Igsf6","IGSF6","16","ortholog_one2one",62.8692
"14287","Sumo2","SUMO2","17","ortholog_one2one",100
"14288","Adap1","ADAP1","7","ortholog_one2one",93.8503
"14289","Pus3","PUS3","11","ortholog_one2one",85.447
"14290","Wtip","WTIP","19","ortholog_one2one",91.4573
"14291","Hyls1","HYLS1","11","ortholog_one2one",78.0255
"14292","Rap1gap","RAP1GAP","1","ortholog_one2one",80.7956
"14293","Pate2","PATE2","11","ortholog_one2one",45.6376
"14294","Nsmf","NSMF","9","ortholog_one2one",93.985
"14295","Cfap46","CFAP46","10","ortholog_one2one",63.2336
"14296","Cox19","COX19","7","ortholog_one2one",79.3478
"14297","Myo1g","MYO1G","7","ortholog_one2one",90.332
"14298","Pate4","PATE4","11","ortholog_one2one",39.3939
"14299","Cyp2w1","CYP2W1","7","ortholog_one2one",77.0791
"14300","Pate3","PATE3","11","ortholog_one2one",64.2857
"14301","Pate1","PATE1","11","ortholog_one2one",61.6
"14302","3110082I17Rik","C7orf50","7","ortholog_one2one",60
"14303","Mir339","MIR339","7","ortholog_one2one",79.1667
"14304","Gpr146","GPR146","7","ortholog_one2one",74.1742
"14305","Gper1","GPER1","7","ortholog_one2one",86.9333
"14306","Gm26285","RNU6-29P","X","ortholog_one2one",94.3925
"14307","Zfand2a","ZFAND2A","7","ortholog_one2one",64.9123
"14308","B3gnt7","B3GNT7","2","ortholog_one2one",85.8942
"14309","Lonrf2","LONRF2","2","ortholog_one2one",76.9231
"14310","Tubgcp5","TUBGCP5","15","ortholog_one2one",88.3789
"14311","Uncx","UNCX","7","ortholog_one2one",87.3585
"14312","Chst10","CHST10","2","ortholog_one2one",91.0112
"14313","Elfn1","ELFN1","7","ortholog_one2one",87.8019
